Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Luis Castillo","SEA",11.129,10.418,16.4306,3.86245,30.78,30.78,0,0,,181.473,763.135,170.521,84.1625,77.8813,24.8215,51.1209,1.1913,6.7644,171.588,8.50973,2.53529,3.35651,1.231,0.224846,0.066988,0.15785779803991318,0.241788,1.22134,0.286336,0.735609,0.399082,,3.97912,2.37908,2.04315,172.27999877929688,,,,,,,757.3000000000001,4.183977900552486,750,4.143646408839779,5.39,4.9,4.57,4.31,4.08,3.86,3.63,3.39,3.08,4.72,4.52,4.38,4.26,4.15,4.05,3.94,3.82,3.65,"Luis Castillo","15689",622491
"Joe Musgrove","SDP",9.744,9.3397,13.9913,3.91149,27.54,27.54,0,0,,158.921,668.298,152.607,74.6096,69.0687,21.6133,40.7601,1.1729,9.7371,150.488,8.52241,2.30832,3.69204,1.224,0.225181,0.0609909,0.1641899235546589,0.247017,1.21675,0.293907,0.728089,0.41967,,3.96252,2.32241,2.24014,217.50999450683594,,,,,,,655.2,4.120754716981132,656,4.1257861635220126,5.58,5.02,4.65,4.36,4.11,3.87,3.62,3.36,3.02,4.9,4.65,4.47,4.33,4.19,4.07,3.93,3.79,3.59,"Joe Musgrove","12970",605397
"Brady Singer","CIN",9.9738,11.4358,14.1904,4.36606,30.78,30.78,0,0,,178.185,767.706,178.982,93.1058,86.4405,26.9455,56.8494,0.446,9.8558,166.407,8.40513,2.87143,2.92716,1.361,0.216759,0.074051,0.14270800352096558,0.255324,1.32353,0.299493,0.720445,0.438771,,4.3563,2.31291,2.31741,356.989990234375,,,,,,,650.6999999999999,3.6556179775280895,670,3.764044943820225,6,5.48,5.13,4.85,4.6,4.37,4.13,3.87,3.53,5.29,5.07,4.92,4.8,4.68,4.57,4.45,4.32,4.14,"Brady Singer","25377",663903
"Tanner Bibee","CLE",10.2745,11.3528,15.7372,4.09659,30.78,30.78,0,0,,182.086,773.518,175.19,89.183,82.8814,25.7955,55.6492,0.5716,8.3757,171.938,8.49838,2.75058,3.08967,1.275,0.22228,0.071943,0.15033703297376633,0.246923,1.26775,0.291923,0.727467,0.395611,,4.14313,2.31136,2.14247,186.25,,,,,,,724,3.978021978021978,724,3.978021978021978,5.66,5.16,4.82,4.55,4.31,4.08,3.85,3.6,3.28,4.99,4.77,4.62,4.5,4.39,4.28,4.16,4.03,3.86,"Tanner Bibee","30134",676440
"Carlos Rodón","NYY",10.0952,9.1335,14.2838,3.9613,27.54,27.54,0,0,,161.648,686.403,142.904,76.3334,71.1484,22.8462,58.6174,0.4201,7.221,175.136,9.75099,3.26362,2.98779,1.272,0.255151,0.0853979,0.1697530373930931,0.23028,1.24667,0.284104,0.738412,0.363636,,4.02747,2.28997,2.1781,199.86000061035156,,,,,,,696.1000000000001,4.2969135802469145,663,4.092592592592593,5.54,5.01,4.66,4.39,4.14,3.91,3.68,3.42,3.1,4.81,4.6,4.46,4.34,4.23,4.12,4.01,3.89,3.72,"Carlos Rodon","16137",607074
"Grayson Rodriguez","LAA",7.6908,7.9238,11.4393,3.81542,22.68,22.68,0,0,,128.892,540.879,117.419,59.1102,54.6417,16.627,43.636,0.3662,4.6418,135.725,9.47711,3.04693,3.11038,1.161,0.250933,0.0806761,0.1702571138739586,0.238365,1.24954,0.296229,0.739925,0.424664,,3.82979,2.28773,2.19731,262.9700012207031,,,,,,,566.3,4.389922480620155,549,4.255813953488372,5.59,4.98,4.58,4.26,3.99,3.73,3.47,3.19,2.84,4.84,4.57,4.38,4.23,4.09,3.96,3.82,3.67,3.46,"Grayson Rodriguez","24492",680570
"Mitch Keller","PIT",9.9638,11.5438,14.5037,4.35189,30.78,30.78,0,0,,179.816,771.08,182.253,93.6075,86.9487,23.0364,54.9001,0.6331,10.031,155.46,7.78095,2.74782,2.83168,1.153,0.201613,0.071199,0.1304139643907547,0.258094,1.31886,0.301744,0.700556,0.427282,,4.15477,2.28522,2.10489,533.8900146484375,,,,,,,690.8999999999999,3.8383333333333325,716,3.977777777777778,5.97,5.45,5.11,4.83,4.59,4.36,4.12,3.86,3.53,5.26,5.05,4.9,4.78,4.66,4.55,4.44,4.31,4.13,"Mitch Keller","17594",656605
"Matthew Boyd","CHC",10.6345,9.8829,15.6276,3.93578,29.16,29.16,0,0,,173.75,730.964,164.391,81.8102,75.9825,24.1899,52.2588,0.4971,7.3579,156.189,8.09038,2.70693,2.98877,1.253,0.213676,0.071493,0.14218293875455856,0.244868,1.24691,0.285561,0.7377,0.376619,,4.17652,2.24294,2.63655,222.16000366210938,,,,,,,701.0000000000001,4.028735632183909,693,3.9827586206896552,5.52,5,4.65,4.37,4.13,3.9,3.67,3.41,3.09,4.87,4.63,4.47,4.33,4.21,4.09,3.97,3.83,3.64,"Matthew Boyd","15440",571510
"Kris Bubic","KCR",9.1926,8.5698,12.0694,3.91456,34.3,24.3,0,0.666,,149.332,632.041,142.876,70.5007,64.952,17.8866,51.9541,0.7504,5.153,141.409,8.52253,3.1312,2.72181,1.078,0.223734,0.0822005,0.14153385907411575,0.248509,1.30468,0.300717,0.732259,0.449875,,3.94561,2.24202,2.24645,197.25999450683594,,,,,,,624.4000000000001,4.190604026845638,626,4.201342281879195,5.81844,5.12732,4.68844,4.35763,4.06687,3.79214,3.53143,3.24473,2.89138,4.91777,4.66911,4.49045,4.35112,4.22179,4.09245,3.96312,3.81446,3.6158,"Kris Bubic","21455",663460
"Merrill Kelly","ARI",9.7567,9.4214,13.6193,4.11973,27.54,27.54,0,0,,160.512,685.363,161.016,79.3732,73.4741,20.4742,49.133,1.0315,4.3918,146.991,8.24184,2.75491,2.99169,1.148,0.214471,0.071689,0.14278215914964676,0.254838,1.30924,0.302649,0.720588,0.422563,,3.96223,2.20853,2.29236,262.2200012207031,,,,,,,661.8000000000001,4.11055900621118,680,4.22360248447205,5.78,5.24,4.88,4.59,4.34,4.1,3.86,3.6,3.26,5.04,4.82,4.67,4.54,4.43,4.32,4.2,4.07,3.89,"Merrill Kelly","11156",518876
"David Peterson","NYM",11.0649,9.1863,15.8817,3.64928,29.16,29.16,0,0,,169.662,728.161,162.758,75.9578,68.7936,17.2678,65.3525,0.6583,7.5394,150.107,7.96272,3.46674,2.29689,0.916,0.206146,0.0897501,0.116395965218544,0.248383,1.3445,0.2982,0.746082,0.515639,,3.97765,2.19945,2.80759,500.7300109863281,,,,,,,706.1000000000001,4.153529411764707,710,4.176470588235294,5.27,4.76,4.43,4.16,3.92,3.7,3.48,3.23,2.92,4.59,4.38,4.24,4.12,4.01,3.9,3.79,3.66,3.5,"David Peterson","20302",656849
"Cade Cavalli","WSN",8.6211,9.7441,13.972,3.98859,25.92,25.92,0,0,,155.867,665.815,154.072,75.4573,69.0768,17.3705,53.2446,0.5626,8.5184,130.829,7.55424,3.07442,2.45713,1.003,0.196494,0.0799691,0.11652501672506332,0.255064,1.33008,0.299881,0.720551,0.499048,,4.09396,2.19434,2.38983,330.0299987792969,,,,,,,620.9000000000001,3.9801282051282056,635,4.07051282051282,5.77,5.19,4.8,4.5,4.23,3.98,3.72,3.45,3.1,5.12,4.83,4.63,4.47,4.32,4.18,4.03,3.86,3.64,"Cade Cavalli","27473",676917
"Zac Gallen","ARI",10.8121,10.8948,15.5524,4.23727,30.78,30.78,0,0,,183.879,792.24,185.939,93.4315,86.5716,23.23,59.2746,0.6401,6.4647,173.925,8.51281,2.90121,2.93423,1.137,0.219536,0.074819,0.1447170078754425,0.255938,1.33356,0.307378,0.713626,0.429589,,3.95828,2.1831,2.34253,224.41000366210938,,,,,,,748.1000000000003,4.065760869565219,774,4.206521739130435,5.83,5.32,4.99,4.72,4.48,4.25,4.02,3.76,3.44,5.14,4.93,4.78,4.66,4.55,4.44,4.33,4.2,4.03,"Zac Gallen","19291",668678
"Casey Mize","DET",9.0676,9.5534,12.1946,4.05749,27.54,27.54,0,0,,150.592,637.29,149.037,73.3162,67.8915,20.0454,41.6724,0.4996,4.8619,133.263,7.96437,2.49052,3.19787,1.198,0.209109,0.06539,0.1437188759446144,0.252282,1.2664,0.294874,0.721772,0.415332,,4.02275,2.15989,1.94891,273.1400146484375,,,,,,,609.0000000000001,4.033112582781458,620,4.105960264900662,5.77,5.2,4.82,4.52,4.26,4.01,3.77,3.49,3.15,5.04,4.79,4.62,4.48,4.35,4.23,4.1,3.96,3.76,"Casey Mize","20492",663554
"Braxton Garrett","MIA",7.9645,8.3302,10.9716,3.84892,30.68,22.68,0,0.6387,,135.036,568.724,134.712,62.9347,57.749,15.6191,33.8397,0.6817,7.4008,118.208,7.87848,2.25539,3.49319,1.041,0.207848,0.0595011,0.14834735170006752,0.255386,1.2482,0.30253,0.720026,0.472804,,3.80424,2.15475,2.1918,501.3299865722656,,,,,,,568.2,4.20888888888889,584,4.325925925925926,5.82723,5.09592,4.64734,4.29832,3.99876,3.71573,3.44625,3.15974,2.79796,4.90208,4.63327,4.45386,4.29505,4.16505,4.02564,3.88682,3.73682,3.5286,"Braxton Garrett","21844",666129
"Andrew Abbott","CIN",9.2795,11.1023,13.1481,4.53477,29.16,29.16,0,0,,170.317,729.723,168.244,91.2065,85.8167,30.1083,54.8927,0.6079,4.8293,157.351,8.31482,2.90067,2.86652,1.591,0.215631,0.075224,0.1404069885611534,0.25111,1.31012,0.286267,0.728957,0.329419,,4.63746,2.03721,2.00234,218.4499969482422,,,,,,,586.2,3.4482352941176475,594,3.4941176470588236,6.16,5.62,5.26,4.97,4.72,4.47,4.23,3.95,3.61,5.45,5.22,5.05,4.92,4.8,4.68,4.55,4.41,4.22,"Andrew Abbott","29911",671096
"Nolan McLean","NYM",9.7019,8.2003,13.6679,3.70593,25.92,25.92,0,0,,149.04,637.195,137.383,67.4302,61.3702,15.4836,57.7541,0.548,8.1759,141.357,8.53607,3.48757,2.44757,0.935,0.221843,0.090638,0.13120504468679428,0.240489,1.30929,0.294141,0.736232,0.498651,,3.91588,2.03092,2.41549,89.26000213623047,,,,,,,645.9000000000001,4.334899328859061,634,4.25503355704698,5.43,4.87,4.5,4.2,3.95,3.71,3.46,3.2,2.87,4.74,4.49,4.31,4.17,4.04,3.91,3.79,3.64,3.44,"Nolan McLean","33703",690997
"Foster Griffin","WSN",8.0107,8.8175,11.08,3.93477,34.68,22.68,0,0.6515,,141.276,598.379,141.083,67.1735,61.7654,16.9531,40.9773,0.7952,6.2441,121.325,7.729,2.61046,2.96078,1.08,0.202756,0.0684805,0.13427509367465973,0.255975,1.28868,0.300643,0.725634,0.46197,,3.98033,2.02392,2.10891,999,,,,,,,572.7,4.061702127659575,589,4.177304964539007,5.93977,5.2051,4.73819,4.38251,4.07703,3.79834,3.52475,3.22541,2.85946,4.98309,4.71479,4.53564,4.38649,4.24734,4.11819,3.97904,3.82073,3.62158,"Foster Griffin","16432",656492
"Shane Bieber","TOR",7.8035,6.8088,10.0648,3.73655,31.44,19.44,0,0.6524,,123.834,517.567,121.25,56.0169,51.4122,15.2453,28.7443,0.4239,3.8916,115.191,8.37188,2.08908,4.00744,1.108,0.222562,0.0555374,0.1670251414179802,0.250036,1.21126,0.299031,0.730484,0.457725,,3.6658,2.0119,1.7943,327.4800109863281,,,,,,,553.4999999999999,4.463709677419354,560,4.516129032258065,5.77338,5.01128,4.53217,4.16534,3.85015,3.56271,3.28914,2.99139,2.62751,4.7212,4.48217,4.30507,4.16604,4.03701,3.91701,3.78895,3.64992,3.45186,"Shane Bieber","19427",669456
"Bailey Ober","MIN",9.0002,10.1618,12.6182,4.40091,27.54,27.54,0,0,,159.594,677.394,160.46,82.8899,78.0399,27.3083,38.5227,0.3306,6.2063,144.523,8.15008,2.17241,3.75162,1.54,0.213351,0.056869,0.1564820520579815,0.253625,1.2468,0.288935,0.722189,0.318209,,4.38925,2.00824,1.61084,301.7200012207031,,,,,,,590.9,3.6931249999999998,604,3.775,6.03,5.48,5.12,4.82,4.56,4.32,4.07,3.8,3.45,5.29,5.06,4.9,4.77,4.65,4.53,4.41,4.28,4.09,"Bailey Ober","21224",641927
"Steven Matz","TBR",7.8455,8.7688,10.1497,4.06254,34.68,22.68,0,0.6597,,137.556,580.6,136.222,67.1941,62.0917,18.1726,39.2464,0.6512,5.0854,116.367,7.61367,2.56782,2.96504,1.189,0.200426,0.0675963,0.13282933086156845,0.254019,1.27562,0.293854,0.721701,0.435521,,4.1275,2.00099,1.69828,736.8599853515625,,,,,,,550.2,3.9869565217391307,560,4.057971014492754,6.09475,5.34523,4.86679,4.5084,4.19223,3.90304,3.61908,3.31774,2.9425,5.10068,4.83242,4.6533,4.50417,4.36504,4.23591,4.09679,3.93853,3.7394,"Steven Matz","13361",571927
"Gerrit Cole","NYY",8.3654,7.5305,11.9734,3.94601,22.68,22.68,0,0,,134.18,564.019,123.202,63.2051,58.8307,19.8438,39.302,0.3531,4.9357,137.135,9.1982,2.63614,3.48927,1.331,0.243139,0.069682,0.17345711588859558,0.237026,1.21108,0.284887,0.73706,0.378751,,4.00271,1.98688,1.78816,249.3300018310547,,,,,,,567.8,4.237313432835821,552,4.119402985074627,5.67,5.07,4.68,4.38,4.11,3.85,3.6,3.32,2.98,4.88,4.64,4.47,4.34,4.21,4.09,3.96,3.82,3.63,"Gerrit Cole","13125",543037
"Gavin Williams","CLE",10.1474,11.2023,15.0075,4.08369,30.78,30.78,0,0,,177.33,760.746,162.903,86.8765,80.4623,22.8559,76.4725,0.6444,6.2647,181.154,9.19409,3.8812,2.36888,1.16,0.238127,0.100523,0.1376040205359459,0.240267,1.34989,0.29546,0.73537,0.420354,,4.16728,1.97734,2.03521,139.67999267578125,,,,,,,719.1000000000001,4.06271186440678,702,3.9661016949152543,5.7,5.17,4.83,4.55,4.31,4.07,3.84,3.58,3.25,5.03,4.8,4.64,4.5,4.38,4.27,4.14,4,3.82,"Gavin Williams","30122",668909
"Trey Yesavage","TOR",8.4545,7.3198,10.4708,3.72223,35.06,21.06,0,0.6524,,132.524,559.362,113.566,59.3629,54.8095,15.844,53.6238,0.7827,4.8273,147.628,10.0257,3.64171,2.75303,1.076,0.263922,0.095866,0.16805558651685715,0.22672,1.26158,0.2896,0.743593,0.412752,,3.7846,1.9639,2.0241,156.47000122070312,,,,,,,614.0000000000001,4.616541353383459,580,4.360902255639098,5.67446,4.94696,4.49321,4.14058,3.83851,3.56219,3.29067,3.00299,2.64915,4.78938,4.50225,4.30417,4.14513,3.99705,3.85801,3.70993,3.55089,3.33377,"Trey Yesavage","35456",702056
"Reid Detmers","LAA",8.3931,9.3726,11.6109,4.04133,34.3,24.3,0,0.6327,,148.721,630.869,135.087,71.7833,66.7813,20.1765,56.992,1.2928,6.6652,156.972,9.49929,3.44892,2.75428,1.221,0.248819,0.0903389,0.15847963839769363,0.23816,1.29154,0.294595,0.734263,0.397213,,4.07194,1.94614,2.02048,327.4700012207031,,,,,,,631.6000000000001,4.238926174496645,611,4.100671140939597,5.91077,5.22924,4.79016,4.4499,4.15905,3.89426,3.6335,3.34611,2.99342,4.98016,4.7415,4.57285,4.44285,4.31419,4.19486,4.07554,3.92688,3.7389,"Reid Detmers","27468",672282
"Chris Bassitt","BAL",10.4828,10.7061,13.9598,4.29992,37.16,29.16,0,0.6611,,179.374,771.641,178.701,92.4214,85.6993,24.2753,60.6305,1.1038,10.7921,162.294,8.14303,3.0421,2.67678,1.218,0.210324,0.0785735,0.13175012916326523,0.255207,1.33426,0.300644,0.715426,0.437963,,4.27944,1.9455,1.5725,367.79998779296875,,,,,,,676.0000000000001,3.7765363128491627,695,3.88268156424581,6.06474,5.45134,5.06075,4.75533,4.48794,4.24545,3.99608,3.72939,3.38627,5.21075,5.0012,4.85209,4.73254,4.61298,4.50387,4.39387,4.26477,4.09521,"Chris Bassitt","12304",605135
"Michael Wacha","KCR",9.5548,10.7967,13.2042,4.50364,29.16,29.16,0,0,,170.047,727.319,175.858,91.0091,85.0924,25.526,50.0956,0.4466,5.6098,135.296,7.16073,2.65138,2.70075,1.351,0.18602,0.0688771,0.11714296042919159,0.261844,1.32877,0.294312,0.709424,0.377057,,4.47807,1.94014,1.68606,637.1199951171875,,,,,,,582.6,3.427058823529412,614,3.611764705882353,6.15,5.61,5.26,4.97,4.71,4.47,4.23,3.96,3.61,5.42,5.2,5.04,4.91,4.79,4.68,4.56,4.42,4.24,"Michael Wacha","14078",608379
"Shota Imanaga","CHC",9.1412,8.9888,13.0445,4.11473,25.92,25.92,0,0,,152.374,635.422,149.503,74.327,69.6643,26.1914,33.2141,0.4029,4.204,138.284,8.16774,1.96179,4.1634,1.547,0.217625,0.0522709,0.16535406187176704,0.250003,1.19913,0.284436,0.742148,0.334774,,4.29134,1.92731,2.04956,165.3699951171875,,,,,,,580,3.8157894736842106,587,3.861842105263158,5.74,5.19,4.82,4.53,4.28,4.03,3.79,3.52,3.18,4.99,4.77,4.61,4.48,4.37,4.25,4.13,4,3.82,"Shota Imanaga","33829",684007
"Edward Cabrera","CHC",8.8789,8.5078,11.4132,3.96407,25.92,25.92,0,0,,139.701,592.206,124.602,66.6644,61.5318,16.4848,56.5468,0.3316,7.0893,148.564,9.57098,3.64292,2.62728,1.062,0.250866,0.095485,0.15538106858730316,0.235734,1.29669,0.297417,0.724264,0.455592,,3.9088,1.9158,2.01582,176.72000122070312,,,,,,,620.2,4.430000000000001,598,4.271428571428571,5.69,5.12,4.74,4.43,4.17,3.92,3.67,3.4,3.05,4.91,4.68,4.52,4.39,4.27,4.15,4.03,3.89,3.71,"Edward Cabrera","21690",665795
"Trevor Rogers","BAL",9.0535,8.9081,12.3186,4.20416,25.92,25.92,0,0,,149.479,640.717,150.749,75.4889,69.8261,19.2662,50.6218,1.0194,5.284,127.241,7.66107,3.04789,2.51357,1.16,0.198592,0.0790081,0.11958416551351547,0.257773,1.34714,0.29998,0.721807,0.433955,,4.23024,1.89837,1.55034,152.39999389648438,,,,,,,562.3000000000001,3.773825503355705,584,3.9194630872483223,5.94,5.37,4.99,4.69,4.43,4.18,3.92,3.65,3.3,5.19,4.95,4.78,4.64,4.52,4.4,4.27,4.13,3.93,"Trevor Rogers","22286",669432
"Max Meyer","MIA",8.3852,9.4035,11.6757,4.05176,34.3,24.3,0,0.6387,,149.11,632.075,145.678,72.7926,67.1287,18.5891,48.3801,0.6642,5.5958,137.346,8.28993,2.92013,2.83889,1.122,0.217294,0.0765417,0.14075179398059845,0.251994,1.30144,0.30104,0.721674,0.461785,,3.99956,1.89485,2.04555,359.3900146484375,,,,,,,605.3000000000001,4.062416107382551,614,4.120805369127517,6.01864,5.30402,4.85306,4.50153,4.20007,3.92398,3.65191,3.35453,2.99051,5.13171,4.85306,4.66373,4.5044,4.35574,4.21641,4.07708,3.91775,3.69909,"Max Meyer","27474",676974
"Reynaldo López","ATL",9.3365,8.6626,11.805,4.04878,36.3,24.3,0,0.6492,,152.047,644.224,142.871,73.5973,68.4004,19.4789,52.7058,0.684,4.9708,154.512,9.14595,3.11978,2.9316,1.153,0.239842,0.0818128,0.15802952647209167,0.24358,1.2863,0.299092,0.724747,0.400997,,3.90615,1.89277,2.06304,294.8999938964844,,,,,,,659.3,4.3374999999999995,653,4.296052631578948,5.98418,5.26684,4.81396,4.46924,4.16635,3.88899,3.61636,3.32689,2.96215,5.08844,4.81002,4.6216,4.46239,4.32318,4.18475,4.04554,3.88633,3.6687,"Reynaldo Lopez","16400",625643
"Clay Holmes","NYM",9.8204,8.9654,13.2794,3.88217,27.54,27.54,0,0,,153.997,666.076,151.163,73.2061,66.4268,14.4244,61.8458,0.4762,8.7536,128.611,7.5164,3.61444,2.07955,0.843,0.193088,0.092851,0.1002369225025177,0.253852,1.3832,0.302224,0.725062,0.542163,,4.05783,1.88534,2.09224,370.75,,,,,,,619.8000000000001,4.024675324675325,633,4.1103896103896105,5.63,5.07,4.71,4.42,4.16,3.92,3.68,3.41,3.08,4.91,4.67,4.51,4.37,4.25,4.13,4.01,3.87,3.68,"Clay Holmes","13649",605280
"Bubba Chandler","PIT",8.9708,10.2579,12.0326,4.30244,37.92,25.92,0,0.6584,,162.414,703.605,157.709,83.6375,77.6417,20.8431,63.5337,0.8672,8.0767,148.363,8.22139,3.52066,2.33519,1.155,0.210861,0.0902974,0.1205638200044632,0.249542,1.36222,0.295742,0.716461,0.414659,,4.29923,1.84809,1.81702,153.85000610351562,,,,,,,613.7,3.788271604938272,621,3.8333333333333335,6.23418,5.53852,5.09532,4.75134,4.45769,4.17996,3.91518,3.61558,3.24893,5.32794,5.06941,4.89015,4.74163,4.60237,4.47311,4.33459,4.18532,3.9768,"Bubba Chandler","29868",696149
"Brandon Pfaadt","ARI",9.9273,10.1961,13.2791,4.30281,29.16,29.16,0,0,,166.547,705.707,172.833,85.5401,79.6244,23.4091,39.6699,0.8948,6.8856,144.574,7.81261,2.14372,3.64442,1.265,0.204864,0.056213,0.14865092933177948,0.262205,1.27593,0.30422,0.706407,0.411936,,4.06483,1.84582,1.96684,675.6400146484375,,,,,,,652.1000000000001,3.9047904191616776,685,4.1017964071856285,5.95,5.41,5.06,4.77,4.52,4.28,4.04,3.77,3.43,5.22,5,4.84,4.72,4.6,4.49,4.37,4.24,4.06,"Brandon Pfaadt","27782",694297
"Shane Baz","BAL",9.5021,9.5919,12.825,4.29449,27.54,27.54,0,0,,158.884,680.445,152.731,81.5221,75.8139,22.6145,58.0433,0.4396,7.3495,156.021,8.83781,3.28787,2.688,1.281,0.229292,0.085302,0.14399003237485886,0.248322,1.32659,0.298148,0.72162,0.420926,,4.25624,1.84216,1.45319,193.4600067138672,,,,,,,612.9000000000001,3.854716981132076,613,3.8553459119496853,6,5.44,5.06,4.77,4.5,4.26,4.01,3.73,3.38,5.28,5.03,4.86,4.72,4.59,4.46,4.33,4.19,3.99,"Shane Baz","22264",669358
"Brayan Bello","BOS",8.8901,10.0683,12.0285,4.40746,27.54,27.54,0,0,,156.091,678.655,163.764,82.9186,76.4404,18.2453,54.9636,0.4628,8.3061,129.877,7.48855,3.16914,2.36296,1.052,0.191374,0.080989,0.11038496345281601,0.266117,1.40129,0.311428,0.703003,0.496325,,4.20659,1.83685,1.6572,447.4599914550781,,,,,,,577.6000000000001,3.7025641025641036,617,3.9551282051282053,6.16,5.6,5.23,4.93,4.67,4.42,4.17,3.9,3.54,5.38,5.16,5.01,4.88,4.76,4.65,4.53,4.39,4.21,"Brayan Bello","23920",678394
"Shane Smith","CHW",8.9969,11.2812,13.3271,4.37865,29.16,29.16,0,0,,168.339,724.04,162.431,87.9693,81.8999,23.6049,65.0623,0.753,9.5841,153.781,8.22166,3.47845,2.3636,1.262,0.212393,0.0898601,0.12253300845623016,0.250127,1.3514,0.294118,0.717545,0.416336,,4.46127,1.81092,1.64102,246.1300048828125,,,,,,,609.8,3.6297619047619043,611,3.636904761904762,6.08,5.52,5.15,4.85,4.59,4.34,4.09,3.82,3.47,5.41,5.14,4.96,4.81,4.67,4.54,4.4,4.25,4.04,"Shane Smith","31687",681343
"Luis Severino","ATH",9.7216,10.7871,13.6363,4.50956,29.16,29.16,0,0,,172.823,744.927,177.637,93.0668,86.5951,25.3474,55.6416,0.6473,9.8971,141.404,7.36379,2.89761,2.54133,1.32,0.189822,0.074694,0.1151280477643013,0.261466,1.34981,0.29707,0.708884,0.42327,,4.54308,1.80212,1.6747,724.6500244140625,,,,,,,593.9000000000001,3.432947976878613,624,3.606936416184971,6.18,5.64,5.29,5,4.75,4.5,4.26,3.99,3.65,5.46,5.23,5.07,4.94,4.82,4.71,4.59,4.45,4.26,"Luis Severino","15890",622663
"Jeffrey Springs","ATH",9.4105,10.7099,12.1816,4.61985,29.16,29.16,0,0,,166.053,716.362,169.82,90.8775,85.2376,27.7493,53.086,0.4427,5.1134,142.501,7.72349,2.87724,2.68434,1.504,0.198923,0.074105,0.12481790035963058,0.258022,1.34238,0.291181,0.717324,0.35743,,4.64271,1.78273,1.43695,746.6199951171875,,,,,,,554.0000000000001,3.337349397590362,578,3.4819277108433737,6.32,5.76,5.38,5.08,4.82,4.56,4.31,4.03,3.67,5.61,5.35,5.18,5.03,4.9,4.77,4.63,4.48,4.28,"Jeffrey Springs","17677",605488
"Tatsuya Imai","HOU",8.7347,9.4492,12.4163,4.36661,25.92,25.92,0,0,,152.928,662.6,150.15,80.1083,74.1974,19.7447,62.0942,0.6069,7.278,145.276,8.54969,3.65432,2.33961,1.162,0.219252,0.093713,0.12553894519805908,0.253108,1.38787,0.304539,0.71579,0.455912,,4.27453,1.7614,1.39469,999,,,,,,,579.2,3.78562091503268,588,3.843137254901961,6.12,5.55,5.17,4.87,4.6,4.35,4.09,3.81,3.46,5.37,5.12,4.95,4.82,4.69,4.56,4.44,4.29,4.1,"Tatsuya Imai","sa3062955",837227
"Seth Lugo","KCR",9.0284,10.2334,12.6204,4.49112,27.54,27.54,0,0,,161.288,698.822,167.183,86.4598,80.4849,23.2793,52.7625,0.6527,6.6039,138.448,7.7255,2.94419,2.62398,1.299,0.198116,0.0755021,0.1226140633225441,0.261446,1.36368,0.301225,0.712477,0.412381,,4.39892,1.73918,1.62146,508.8900146484375,,,,,,,570.3000000000002,3.5422360248447218,602,3.739130434782609,6.19,5.64,5.27,4.98,4.72,4.47,4.22,3.94,3.59,5.44,5.21,5.05,4.92,4.8,4.68,4.56,4.42,4.24,"Seth Lugo","12447",607625
"Jared Jones","PIT",6.5519,6.2741,8.8266,3.83046,23.82,17.82,0,0.6584,,106.921,450.066,96.682,49.0303,45.5061,13.4245,35.9716,0.6668,4.5115,112.962,9.5085,3.0279,3.1403,1.13,0.250989,0.0799252,0.17106379568576813,0.23605,1.24067,0.293992,0.734444,0.391174,,3.79024,1.72268,1.88264,696.7999877929688,,,,,,,486.7000000000001,4.548598130841122,473,4.420560747663552,5.88203,5.08822,4.5922,4.21583,3.89899,3.59889,3.31272,3.00991,2.64159,4.84679,4.57735,4.38847,4.2296,4.09016,3.95072,3.81184,3.6624,3.45352,"Jared Jones","27863",683003
"Braxton Ashcraft","PIT",8.5536,9.1085,9.6492,4.07113,46.68,22.68,0,0.6584,,147.481,629.096,147.56,72.43,66.7128,16.7801,48.1906,1.2352,6.1871,125.472,7.65689,2.94082,2.60366,1.024,0.199448,0.0766029,0.12284515798091888,0.256752,1.32729,0.302405,0.715904,0.461847,,4.01884,1.72063,1.94269,255.13999938964844,,,,,,,585.8999999999999,3.985714285714285,606,4.122448979591836,6.1695,5.4042,4.91911,4.5368,4.21425,3.91821,3.62031,3.31404,2.92265,5.13632,4.86958,4.68121,4.52446,4.38609,4.24771,4.10934,3.9526,3.74422,"Braxton Ashcraft","23793",677952
"Taj Bradley","MIN",7.843,8.51,9.5307,4.23792,32.68,22.68,0,0.6268,,134.534,573.938,129.471,67.989,63.3492,18.7002,47.8282,0.4715,4.4084,131.306,8.78409,3.1996,2.74537,1.251,0.228781,0.0833334,0.1454477682709694,0.24817,1.31788,0.298015,0.723338,0.399316,,4.15495,1.72047,1.45705,528.1599731445312,,,,,,,539.9,3.9992592592592593,538,3.9851851851851854,6.21629,5.48182,5.01608,4.66114,4.35661,4.07026,3.78762,3.4887,3.11499,5.16459,4.93608,4.77682,4.64756,4.52831,4.40979,4.28128,4.14202,3.96277,"Taj Bradley","22543",671737
